iter	Logloss
117	0.6389924577
118	0.6387597654
119	0.6385518705
120	0.6383518865
121	0.6381466578
122	0.6379454081
123	0.6377190084
124	0.6374961811
125	0.6372860216
126	0.6370782701
127	0.6368805929
128	0.6366766247
129	0.6364663421
130	0.6362761572
131	0.6361082081
132	0.6359050314
133	0.6357232383
134	0.6355241504
135	0.6353584946
136	0.6351650107
137	0.634994009
138	0.6348337801
139	0.6346531987
140	0.6345005179
141	0.6343351186
142	0.6341625593
143	0.6339994668
144	0.6338419835
145	0.6336729865
146	0.6334870541
147	0.6333252947
148	0.6331353764
149	0.6329836997
150	0.6328228869
151	0.6326363841
152	0.6324587658
153	0.6322929582
154	0.6321122265
155	0.6319617411
156	0.6318037735
157	0.6316354852
158	0.6314887865
159	0.6313489069
160	0.6312021339
161	0.6310485284
162	0.630879523
163	0.6307248898
164	0.6305716774
165	0.6304232963
166	0.6302781517
167	0.6301365441
168	0.6299768974
169	0.629810187
170	0.6296605234
171	0.6295218317
172	0.6293821495
173	0.6292416759
174	0.6291172045
175	0.6289849422
176	0.6288448415
177	0.6286756724
178	0.628546871
179	0.6284112471
180	0.628296818
181	0.6281736359
182	0.6280594311
183	0.6279380647
184	0.6278032998
185	0.6276738707
186	0.6275505873
187	0.6274158477
188	0.6272947851
189	0.6271744447
190	0.6270552552
191	0.6269363576
192	0.6268058501
193	0.6266580461
194	0.6265408951
195	0.6264157909
196	0.6262780983
197	0.6261530481
198	0.6260422116
199	0.625931564
200	0.6258019661
201	0.625682839
202	0.6255786511
203	0.625454497
204	0.6253436689
205	0.6252253045
206	0.6251212381
207	0.625019902
208	0.6248853886
209	0.6247795722
210	0.624680278
211	0.6245762909
212	0.6244550443
213	0.6243380029
214	0.6242232784
215	0.6241202397
216	0.6240103161
217	0.6239015652
218	0.623799863
219	0.6236936281
220	0.6235929856
221	0.623502775
222	0.6233955024
223	0.6232970283
224	0.6231788006
225	0.6230851965
226	0.6229899691
227	0.6228897805
228	0.6228009081
229	0.6227181291
230	0.6226292432
231	0.6225302797
232	0.6224330627
233	0.6223342663
234	0.6222196987
235	0.6221096502
236	0.622010928
237	0.621913674
238	0.6218105373
239	0.6217202289
240	0.6216261472
241	0.6215283717
242	0.6214435594
243	0.6213551459
244	0.6212609141
245	0.6211497502
246	0.6210702888
247	0.6209938244
248	0.6209027954
249	0.6208233711
250	0.6207404403
251	0.6206605975
252	0.620568308
253	0.6204751663
254	0.6203757725
255	0.6202788306
256	0.6201943928
257	0.6201150394
258	0.6200178647
259	0.6199413732
260	0.619857926
261	0.6197790772
262	0.6196964096
263	0.6196053098
264	0.6195205666
265	0.6194427539
266	0.6193829144
267	0.6193006299
268	0.6192152877
269	0.619131778
270	0.6190628026
271	0.6189882383
272	0.6189037803
273	0.6188220931
274	0.6187484586
275	0.6186820987
276	0.6186032415
277	0.6185280409
278	0.6184495178
279	0.6183788212
280	0.6183144424
281	0.6182438318
282	0.6181591578
283	0.6180841126
284	0.6180114365
285	0.6179456993
286	0.6178793867
287	0.6178111791
288	0.6177422037
289	0.6176803241
290	0.6176112001
291	0.6175318603
292	0.6174619145
293	0.6173866043
294	0.6173225445
295	0.6172412995
296	0.6171783416
297	0.6170983048
298	0.6170179203
299	0.6169579695
300	0.616880636
301	0.6168059333
302	0.6167382167
303	0.6166800934
304	0.6166113711
305	0.616549041
306	0.6164821276
307	0.6164167381
308	0.6163488932
309	0.6162925182
310	0.6162347796
311	0.6161720546
312	0.6161083913
313	0.6160482903
314	0.6159826476
315	0.6159123948
316	0.6158495601
317	0.6157753822
318	0.6157095657
319	0.615641353
320	0.6155810816
321	0.6155064042
322	0.6154402401
323	0.6153743831
324	0.6153221879
325	0.6152611672
326	0.6151991188
327	0.6151348903
328	0.6150697758
329	0.6150021655
330	0.6149502994
331	0.6148842095
332	0.614825553
333	0.6147752174
334	0.614723201
335	0.6146542897
336	0.6145917571
337	0.614527434
338	0.6144714774
339	0.6144119653
340	0.6143561741
341	0.6142982111
342	0.6142457679
343	0.614190677
344	0.6141267555
345	0.6140530282
346	0.6139839633
347	0.6139107591
348	0.6138465744
349	0.6137880916
350	0.6137342731
351	0.6136766746
352	0.6136215094
353	0.6135739463
354	0.61351544
355	0.6134617277
356	0.6134128147
357	0.6133612286
358	0.6132942546
359	0.6132342953
360	0.6131848254
361	0.6131262734
362	0.6130779071
363	0.6130284625
364	0.612953289
365	0.6129034478
366	0.6128452654
367	0.6127952471
368	0.6127291133
369	0.6126744848
370	0.6126267816
371	0.6125738456
372	0.6125215357
373	0.6124719763
374	0.6124146917
375	0.6123666865
376	0.6123217862
377	0.6122638519
378	0.6122176388
379	0.6121557794
380	0.6121015323
381	0.6120488156
382	0.6119982387
383	0.6119349636
384	0.6118890728
385	0.6118415502
386	0.6117859007
387	0.6117315118
388	0.6116856665
389	0.61163431
390	0.6115916811
391	0.6115282574
392	0.6114786289
393	0.6114326891
394	0.6113763647
395	0.6113350419
396	0.6112860562
397	0.611244568
398	0.6111842882
399	0.6111435644
400	0.6110902065
401	0.6110240509
402	0.6109779322
403	0.6109270583
404	0.6108696978
405	0.6108279176
406	0.6107787093
407	0.6107324489
408	0.6106748032
409	0.6106255138
410	0.6105789834
411	0.6105420531
412	0.6104858788
413	0.6104304116
414	0.6103787328
415	0.610329192
416	0.6102936268
417	0.6102522112
418	0.6102112039
419	0.6101692162
420	0.6101289852
421	0.6100892891
422	0.6100474836
423	0.6100022189
424	0.6099612724
425	0.6099219121
426	0.6098817739
427	0.6098425756
428	0.6098014299
429	0.6097624139
430	0.6097243361
431	0.6096842451
432	0.6096376017
433	0.6095935789
434	0.6095376122
435	0.6094974858
436	0.6094574978
437	0.609404145
438	0.6093654529
439	0.6093184315
440	0.6092718488
441	0.6092351632
442	0.6091990192
443	0.6091556917
444	0.6091162791
445	0.6090786957
446	0.6090390097
447	0.6089902316
448	0.6089461852
449	0.6089029775
450	0.6088621525
451	0.6088138182
452	0.6087772254
453	0.6087318088
454	0.6086905011
455	0.6086559957
456	0.6086058676
457	0.6085641348
458	0.6085203904
459	0.6084789444
460	0.6084400954
461	0.6084058178
462	0.6083701362
463	0.6083317057
464	0.6082795156
465	0.6082435893
466	0.6082020538
467	0.6081621468
468	0.6081319917
469	0.6081008561
470	0.6080664739
471	0.608031712
472	0.607999682
473	0.607966611
474	0.6079280539
475	0.6078774129
476	0.6078359078
477	0.6077977591
478	0.6077497522
479	0.6077146612
480	0.6076795027
481	0.6076415903
482	0.6076037082
483	0.607558732
484	0.607528123
485	0.6074796453
486	0.6074347518
487	0.6073982399
488	0.6073594972
489	0.6073179804
490	0.6072744942
491	0.6072308005
492	0.6071897561
493	0.6071471289
494	0.6071093025
495	0.6070664947
496	0.6070291324
497	0.6069926745
498	0.6069513163
499	0.6069095058
500	0.6068741785
501	0.6068393795
502	0.6067946699
503	0.6067607568
504	0.6067192298
505	0.6066810743
506	0.6066405666
507	0.6066020534
508	0.6065669506
509	0.6065360462
510	0.6065045479
511	0.6064751065
512	0.6064408694
513	0.6064082084
514	0.6063767539
515	0.6063450935
516	0.606311069
517	0.6062739025
518	0.6062402053
519	0.6061974768
520	0.6061625428
521	0.6061270755
522	0.6060947874
523	0.6060467451
524	0.6060187583
525	0.6059914517
526	0.605956008
527	0.6059299585
528	0.6058983606
529	0.6058649047
530	0.6058194577
531	0.6057905125
532	0.6057588944
533	0.6057281149
534	0.605696576
535	0.6056688441
536	0.6056308658
537	0.6055915798
538	0.6055573224
539	0.6055294538
540	0.605485026
541	0.6054516327
542	0.605419623
543	0.6053787457
544	0.6053472541
545	0.6053048968
546	0.6052764815
547	0.6052393368
548	0.6052082097
549	0.6051757411
550	0.6051417689
551	0.6051067724
552	0.6050759558
553	0.6050358395
554	0.6050064268
555	0.6049703267
556	0.6049451665
557	0.604916898
558	0.6048818289
559	0.6048512351
560	0.6048143689
561	0.6047773407
562	0.604746627
563	0.6047128354
564	0.6046856907
565	0.6046512983
566	0.6046128644
567	0.6045790779
568	0.6045470226
569	0.6045098696
570	0.6044807337
571	0.6044536548
572	0.6044204352
573	0.6043877725
574	0.6043599106
575	0.6043282672
576	0.6042943524
577	0.6042623494
578	0.6042343036
579	0.6042068687
580	0.6041802067
581	0.6041493563
582	0.6041215349
583	0.6040861031
584	0.60406301
585	0.6040367935
586	0.6040036228
587	0.6039723945
588	0.6039340483
589	0.6039056296
590	0.6038797978
591	0.6038519056
592	0.6038211294
593	0.6037854647
594	0.6037591418
595	0.6037255679
596	0.6036984384
597	0.6036718877
598	0.6036442587
599	0.6036131265
600	0.6035786009
601	0.6035570637
602	0.6035311863
603	0.6035045951
604	0.6034785253
605	0.6034488562
606	0.6034250189
607	0.6033882945
608	0.6033580128
609	0.603329049
610	0.6033020782
611	0.6032721896
612	0.603249289
613	0.6032162297
614	0.6031916567
615	0.6031660409
616	0.6031268662
617	0.603081561
618	0.60305364
619	0.6030303175
620	0.6030075265
621	0.6029781071
622	0.6029452976
623	0.60292103
624	0.6028888516
625	0.6028571423
626	0.602830649
627	0.6028079745
628	0.6027775865
629	0.6027530236
630	0.6027298074
631	0.6027043012
632	0.6026716318
633	0.602647214
634	0.6026090434
635	0.602576077
636	0.6025521638
637	0.6025271082
638	0.6024949517
639	0.6024622502
640	0.6024389715
641	0.6024078731
642	0.6023815654
643	0.6023613984
644	0.602330845
645	0.6022995593
646	0.6022744531
647	0.6022482821
648	0.6022304523
649	0.6022103089
650	0.6021843573
651	0.6021554542
652	0.6021346376
653	0.6021097879
654	0.6020877529
655	0.6020658765
656	0.6020446481
657	0.6020201392
658	0.6019965348
659	0.6019675289
660	0.6019421763
661	0.6019174261
662	0.6018952713
663	0.6018713548
664	0.6018389773
665	0.601814114
666	0.601791021
667	0.6017647622
668	0.6017413671
669	0.6017210162
670	0.6016978809
671	0.6016742125
672	0.6016490438
673	0.6016307297
674	0.6015966917
675	0.601567949
676	0.6015439852
677	0.6015214422
678	0.6015004686
679	0.6014715504
680	0.6014473132
681	0.6014284659
682	0.6014073337
683	0.6013872983
684	0.6013627085
685	0.6013375128
686	0.6013178605
687	0.6012954475
688	0.6012612458
689	0.6012335054
690	0.601202839
691	0.6011727615
692	0.6011511737
693	0.6011263088
694	0.6011065569
695	0.6010835347
696	0.6010653573
697	0.6010453135
698	0.6010221124
699	0.6009982195
700	0.6009804234
701	0.6009480914
702	0.6009208776
703	0.6008888578
704	0.6008551792
705	0.6008381459
706	0.6008169732
707	0.6007943627
708	0.6007670864
709	0.6007442431
710	0.600723575
711	0.6006960438
712	0.6006736477
713	0.600652448
714	0.6006257826
715	0.6006083392
716	0.6005830524
717	0.6005622442
718	0.6005427235
719	0.6005098701
720	0.6004874993
721	0.6004677947
722	0.6004347641
723	0.6004098064
724	0.6003919208
725	0.6003681039
726	0.600340944
727	0.6003223143
728	0.6002907771
729	0.6002683422
730	0.6002393143
731	0.6002065824
732	0.6001845339
733	0.6001646673
734	0.6001350859
735	0.6001104454
736	0.6000880543
737	0.6000654844
738	0.6000469171
739	0.60001836
740	0.6000009301
741	0.5999802181
742	0.5999579013
743	0.599938087
744	0.5999120493
745	0.5998838584
746	0.5998621828
747	0.59984398
748	0.5998235228
749	0.5997919384
750	0.5997714963
751	0.5997532227
752	0.5997343855
753	0.5997133292
754	0.5996897906
755	0.5996733462
756	0.5996519879
757	0.5996326511
758	0.5996146272
759	0.5995908912
760	0.5995752889
761	0.5995485661
762	0.5995212003
763	0.5994952841
764	0.5994785765
765	0.5994557703
766	0.599437036
767	0.5994175305
768	0.5993978174
769	0.5993828681
770	0.5993625965
771	0.5993424211
772	0.5993222271
773	0.5993025005
774	0.5992833764
775	0.5992608099
776	0.599243164
777	0.5992127203
778	0.5991936164
779	0.5991729381
780	0.5991564296
781	0.5991354324
782	0.5991044605
783	0.5990792834
784	0.5990609524
785	0.5990464519
786	0.5990206016
787	0.5990016107
788	0.598984007
789	0.5989662953
790	0.5989445978
791	0.5989245219
792	0.5989063276
793	0.5988897499
794	0.5988575107
795	0.5988351753
796	0.598804892
797	0.5987834358
798	0.5987694719
799	0.5987488274
800	0.5987373661
801	0.5987210246
802	0.5987037854
803	0.5986821301
804	0.5986630329
805	0.5986488514
806	0.5986317978
807	0.5986076383
808	0.5985884146
809	0.5985638922
810	0.5985453992
811	0.5985226302
812	0.5985020531
813	0.5984845692
814	0.59847138
815	0.5984572997
816	0.5984205735
817	0.5983938389
818	0.5983806581
819	0.5983539319
820	0.5983300271
821	0.5983123559
822	0.5982911174
823	0.598269128
824	0.5982466475
825	0.5982275756
826	0.5982101086
827	0.5981973075
828	0.5981677109
829	0.5981451156
830	0.5981269348
831	0.59810816
832	0.5980827922
833	0.5980648881
834	0.5980492402
835	0.5980299895
836	0.5980105296
837	0.5979952326
838	0.5979775007
839	0.597961279
840	0.5979473118
841	0.5979335657
842	0.5979135792
843	0.5978964514
844	0.5978822918
845	0.5978616574
846	0.5978400308
847	0.5978228236
848	0.5978001069
849	0.5977814316
850	0.5977657955
851	0.5977423818
852	0.5977271203
853	0.5977092635
854	0.5976901377
855	0.5976740949
856	0.5976606626
857	0.5976362989
858	0.5976248764
859	0.5976058771
860	0.5975815286
861	0.597558692
862	0.5975401669
863	0.597518871
864	0.5975049528
865	0.5974851182
866	0.5974718716
867	0.5974575669
868	0.5974380816
869	0.5974162761
870	0.5973876313
871	0.5973751828
872	0.5973582777
873	0.5973438262
874	0.5973258782
875	0.5973127446
876	0.5972936779
877	0.5972719483
878	0.5972548137
879	0.59724343
880	0.5972279795
881	0.597214203
882	0.5971968625
883	0.5971825764
884	0.5971656443
885	0.5971532532
886	0.5971284878
887	0.5971135604
888	0.5970936246
889	0.5970750051
890	0.5970582569
891	0.597042042
892	0.5970210988
893	0.5970061326
894	0.5969915697
895	0.5969779467
896	0.5969658914
897	0.5969548452
898	0.5969404089
899	0.5969173159
900	0.5969072383
901	0.5968948168
902	0.5968794844
903	0.5968628864
904	0.5968471389
905	0.5968308869
906	0.5968133153
907	0.5967950501
908	0.59676139
909	0.5967468744
910	0.5967315133
911	0.5967170736
912	0.5967028921
913	0.5966844396
914	0.5966730424
915	0.5966516301
916	0.5966310277
917	0.596610314
918	0.5965819358
919	0.5965660162
920	0.5965421941
921	0.5965284126
922	0.5965134464
923	0.5964939442
924	0.5964782541
925	0.5964577986
926	0.5964401274
927	0.5964253704
928	0.5964098879
929	0.5963980705
930	0.5963823956
931	0.596363636
932	0.596343096
933	0.5963247465
934	0.5963053996
935	0.596290749
936	0.5962712097
937	0.5962602952
938	0.5962419658
939	0.5962274215
940	0.5962107662
941	0.596196291
942	0.596184958
943	0.5961682655
944	0.5961551471
945	0.5961374117
946	0.5961202468
947	0.596106558
948	0.5960919377
949	0.5960751322
950	0.5960611565
951	0.5960466662
952	0.5960263491
953	0.5960093511
954	0.5959972638
955	0.5959818015
956	0.5959658751
957	0.5959516042
958	0.5959304382
959	0.5959200096
960	0.5959021072
961	0.5958854957
962	0.595873702
963	0.5958608688
964	0.595846176
965	0.5958279968
966	0.595816549
967	0.5958017769
968	0.5957863061
969	0.5957745208
970	0.5957644871
971	0.5957496728
972	0.5957369442
973	0.5957227947
974	0.5957079146
975	0.5956898654
976	0.5956707413
977	0.5956473495
978	0.5956392514
979	0.5956225336
980	0.5956029758
981	0.5955874409
982	0.5955723886
983	0.5955516091
984	0.5955356017
985	0.5955210389
986	0.5955015941
987	0.5954836445
988	0.595475904
989	0.5954592706
990	0.5954437442
991	0.5954247112
992	0.5954113565
993	0.5953948632
994	0.5953847468
995	0.5953725869
996	0.5953590348
997	0.5953481843
998	0.5953324976
999	0.5953215138
